"subject_age","subject_race","subject_sex","lng","lat","violation_type","prob"
26,"hispanic","female",-111.8053344,33.4079175,"running_red_light_or_without_headlight",0.072
26,"hispanic","female",-111.8053344,33.4079175,"without_proper_documents_or_vehicle_defects",0.806
29,"white","male",-111.7361065,33.4486307,"distracted_driving",0
29,"white","male",-111.7361065,33.4486307,"leaving_scene_of_an_accident_informing",0
29,"white","male",-111.7361065,33.4486307,"reckless_driving",0.992
29,"white","male",-111.7361065,33.4486307,"running_red_light_or_without_headlight",0.004
29,"white","male",-111.7361065,33.4486307,"without_proper_documents_or_vehicle_defects",0.004
26,"black","female",-111.8571555,33.396354,"distracted_driving",0
26,"black","female",-111.8571555,33.396354,"leaving_scene_of_an_accident_informing",0
26,"black","female",-111.8571555,33.396354,"reckless_driving",0.002
26,"black","female",-111.8571555,33.396354,"running_red_light_or_without_headlight",0.998
26,"black","female",-111.8571555,33.396354,"without_proper_documents_or_vehicle_defects",0
55,"black","male",-111.7450664,33.4082796,"distracted_driving",0.02
55,"black","male",-111.7450664,33.4082796,"leaving_scene_of_an_accident_informing",0.014
55,"black","male",-111.7450664,33.4082796,"reckless_driving",0.85
55,"black","male",-111.7450664,33.4082796,"running_red_light_or_without_headlight",0.008
55,"black","male",-111.7450664,33.4082796,"without_proper_documents_or_vehicle_defects",0.108
22,"white","male",-111.8203312,33.393341,"distracted_driving",0
22,"white","male",-111.8203312,33.393341,"leaving_scene_of_an_accident_informing",0
22,"white","male",-111.8203312,33.393341,"reckless_driving",0.114
22,"white","male",-111.8203312,33.393341,"running_red_light_or_without_headlight",0.17
22,"white","male",-111.8203312,33.393341,"without_proper_documents_or_vehicle_defects",0.716
53,"black","male",-111.8371135,33.4223677,"distracted_driving",0
53,"black","male",-111.8371135,33.4223677,"leaving_scene_of_an_accident_informing",0
53,"black","male",-111.8371135,33.4223677,"reckless_driving",0.994
53,"black","male",-111.8371135,33.4223677,"running_red_light_or_without_headlight",0
53,"black","male",-111.8371135,33.4223677,"without_proper_documents_or_vehicle_defects",0.006
31,"white","male",-111.60672,33.4096785,"distracted_driving",0.038
31,"white","male",-111.60672,33.4096785,"leaving_scene_of_an_accident_informing",0
31,"white","male",-111.60672,33.4096785,"reckless_driving",0.96
31,"white","male",-111.60672,33.4096785,"running_red_light_or_without_headlight",0.002
31,"white","male",-111.60672,33.4096785,"without_proper_documents_or_vehicle_defects",0
36,"other","male",-111.8572849,33.400338,"distracted_driving",0
36,"other","male",-111.8572849,33.400338,"leaving_scene_of_an_accident_informing",0
36,"other","male",-111.8572849,33.400338,"reckless_driving",0.008
36,"other","male",-111.8572849,33.400338,"running_red_light_or_without_headlight",0.986
36,"other","male",-111.8572849,33.400338,"without_proper_documents_or_vehicle_defects",0.006
27,"hispanic","male",-111.8310948,33.4514789,"distracted_driving",0.02
27,"hispanic","male",-111.8310948,33.4514789,"leaving_scene_of_an_accident_informing",0
27,"hispanic","male",-111.8310948,33.4514789,"reckless_driving",0.022
27,"hispanic","male",-111.8310948,33.4514789,"running_red_light_or_without_headlight",0.008
27,"hispanic","male",-111.8310948,33.4514789,"without_proper_documents_or_vehicle_defects",0.95
25,"white","male",-111.8586435,33.4149757,"distracted_driving",0.002
25,"white","male",-111.8586435,33.4149757,"leaving_scene_of_an_accident_informing",0
25,"white","male",-111.8586435,33.4149757,"reckless_driving",0.088
25,"white","male",-111.8586435,33.4149757,"running_red_light_or_without_headlight",0.016
25,"white","male",-111.8586435,33.4149757,"without_proper_documents_or_vehicle_defects",0.894
24,"white","male",-111.8482286,33.4222962,"distracted_driving",0.006
24,"white","male",-111.8482286,33.4222962,"leaving_scene_of_an_accident_informing",0
24,"white","male",-111.8482286,33.4222962,"reckless_driving",0.98
24,"white","male",-111.8482286,33.4222962,"running_red_light_or_without_headlight",0.004
24,"white","male",-111.8482286,33.4222962,"without_proper_documents_or_vehicle_defects",0.01
28,"white","female",-111.8228877,33.4187121,"distracted_driving",0
28,"white","female",-111.8228877,33.4187121,"leaving_scene_of_an_accident_informing",0
28,"white","female",-111.8228877,33.4187121,"reckless_driving",0.84
28,"white","female",-111.8228877,33.4187121,"running_red_light_or_without_headlight",0.01
28,"white","female",-111.8228877,33.4187121,"without_proper_documents_or_vehicle_defects",0.15
20,"black","male",-111.7440562,33.4082749,"distracted_driving",0
20,"black","male",-111.7440562,33.4082749,"leaving_scene_of_an_accident_informing",0
20,"black","male",-111.7440562,33.4082749,"reckless_driving",0.008
20,"black","male",-111.7440562,33.4082749,"running_red_light_or_without_headlight",0.992
20,"black","male",-111.7440562,33.4082749,"without_proper_documents_or_vehicle_defects",0
19,"hispanic","female",-111.7877012,33.454392,"distracted_driving",0
19,"hispanic","female",-111.7877012,33.454392,"leaving_scene_of_an_accident_informing",0
19,"hispanic","female",-111.7877012,33.454392,"reckless_driving",0
19,"hispanic","female",-111.7877012,33.454392,"running_red_light_or_without_headlight",1
19,"hispanic","female",-111.7877012,33.454392,"without_proper_documents_or_vehicle_defects",0
40,"white","male",-111.6414922,33.3502696,"distracted_driving",0.106
40,"white","male",-111.6414922,33.3502696,"leaving_scene_of_an_accident_informing",0.002
40,"white","male",-111.6414922,33.3502696,"reckless_driving",0.094
40,"white","male",-111.6414922,33.3502696,"running_red_light_or_without_headlight",0.072
40,"white","male",-111.6414922,33.3502696,"without_proper_documents_or_vehicle_defects",0.726
42,"hispanic","female",-111.8609753,33.4180687,"distracted_driving",0
42,"hispanic","female",-111.8609753,33.4180687,"leaving_scene_of_an_accident_informing",0
42,"hispanic","female",-111.8609753,33.4180687,"reckless_driving",0.014
42,"hispanic","female",-111.8609753,33.4180687,"running_red_light_or_without_headlight",0
42,"hispanic","female",-111.8609753,33.4180687,"without_proper_documents_or_vehicle_defects",0.986
34,"hispanic","female",-111.8056721,33.385167,"distracted_driving",0
34,"hispanic","female",-111.8056721,33.385167,"leaving_scene_of_an_accident_informing",0
34,"hispanic","female",-111.8056721,33.385167,"reckless_driving",0.686
34,"hispanic","female",-111.8056721,33.385167,"running_red_light_or_without_headlight",0.094
34,"hispanic","female",-111.8056721,33.385167,"without_proper_documents_or_vehicle_defects",0.22
37,"hispanic","female",-111.818436,33.4079913,"distracted_driving",0
37,"hispanic","female",-111.818436,33.4079913,"leaving_scene_of_an_accident_informing",0
37,"hispanic","female",-111.818436,33.4079913,"reckless_driving",0.002
37,"hispanic","female",-111.818436,33.4079913,"running_red_light_or_without_headlight",0.994
37,"hispanic","female",-111.818436,33.4079913,"without_proper_documents_or_vehicle_defects",0.004
35,"white","male",-111.804104,33.4025309,"distracted_driving",0
35,"white","male",-111.804104,33.4025309,"leaving_scene_of_an_accident_informing",0
35,"white","male",-111.804104,33.4025309,"reckless_driving",1
35,"white","male",-111.804104,33.4025309,"running_red_light_or_without_headlight",0
35,"white","male",-111.804104,33.4025309,"without_proper_documents_or_vehicle_defects",0
62,"hispanic","male",-111.8566616,33.409268,"distracted_driving",0.104
62,"hispanic","male",-111.8566616,33.409268,"leaving_scene_of_an_accident_informing",0
62,"hispanic","male",-111.8566616,33.409268,"reckless_driving",0.062
62,"hispanic","male",-111.8566616,33.409268,"running_red_light_or_without_headlight",0
62,"hispanic","male",-111.8566616,33.409268,"without_proper_documents_or_vehicle_defects",0.834
70,"white","male",-111.6674861,33.4079207,"distracted_driving",0.038
70,"white","male",-111.6674861,33.4079207,"leaving_scene_of_an_accident_informing",0
70,"white","male",-111.6674861,33.4079207,"reckless_driving",0.96
70,"white","male",-111.6674861,33.4079207,"running_red_light_or_without_headlight",0
70,"white","male",-111.6674861,33.4079207,"without_proper_documents_or_vehicle_defects",0.002
32,"white","male",-111.8766962,33.3640532,"distracted_driving",0.87
32,"white","male",-111.8766962,33.3640532,"leaving_scene_of_an_accident_informing",0
32,"white","male",-111.8766962,33.3640532,"reckless_driving",0.13
32,"white","male",-111.8766962,33.3640532,"running_red_light_or_without_headlight",0
32,"white","male",-111.8766962,33.3640532,"without_proper_documents_or_vehicle_defects",0
17,"white","male",-111.6082508,33.4153504,"distracted_driving",0
17,"white","male",-111.6082508,33.4153504,"leaving_scene_of_an_accident_informing",0
17,"white","male",-111.6082508,33.4153504,"reckless_driving",0.018
17,"white","male",-111.6082508,33.4153504,"running_red_light_or_without_headlight",0.982
17,"white","male",-111.6082508,33.4153504,"without_proper_documents_or_vehicle_defects",0
42,"black","female",-111.7666369,33.4226937,"distracted_driving",0
42,"black","female",-111.7666369,33.4226937,"leaving_scene_of_an_accident_informing",0
42,"black","female",-111.7666369,33.4226937,"reckless_driving",0.016
42,"black","female",-111.7666369,33.4226937,"running_red_light_or_without_headlight",0.122
42,"black","female",-111.7666369,33.4226937,"without_proper_documents_or_vehicle_defects",0.862
34,"black","male",-111.6761196,33.28729,"distracted_driving",0.032
34,"black","male",-111.6761196,33.28729,"leaving_scene_of_an_accident_informing",0
34,"black","male",-111.6761196,33.28729,"reckless_driving",0.084
34,"black","male",-111.6761196,33.28729,"running_red_light_or_without_headlight",0.052
34,"black","male",-111.6761196,33.28729,"without_proper_documents_or_vehicle_defects",0.832
37,"white","male",-111.7879133,33.4334054,"distracted_driving",0
37,"white","male",-111.7879133,33.4334054,"leaving_scene_of_an_accident_informing",0
37,"white","male",-111.7879133,33.4334054,"reckless_driving",0
37,"white","male",-111.7879133,33.4334054,"running_red_light_or_without_headlight",0.684
37,"white","male",-111.7879133,33.4334054,"without_proper_documents_or_vehicle_defects",0.316
32,"hispanic","male",-111.8141871,33.3933563,"distracted_driving",0.006
32,"hispanic","male",-111.8141871,33.3933563,"leaving_scene_of_an_accident_informing",0
32,"hispanic","male",-111.8141871,33.3933563,"reckless_driving",0
32,"hispanic","male",-111.8141871,33.3933563,"running_red_light_or_without_headlight",0.94
32,"hispanic","male",-111.8141871,33.3933563,"without_proper_documents_or_vehicle_defects",0.054
17,"other","male",-111.8354608,33.4482283,"distracted_driving",0.002
17,"other","male",-111.8354608,33.4482283,"leaving_scene_of_an_accident_informing",0
17,"other","male",-111.8354608,33.4482283,"reckless_driving",0.128
17,"other","male",-111.8354608,33.4482283,"running_red_light_or_without_headlight",0
17,"other","male",-111.8354608,33.4482283,"without_proper_documents_or_vehicle_defects",0.87
59,"white","male",-111.8262825,33.4113495,"distracted_driving",0.012
59,"white","male",-111.8262825,33.4113495,"leaving_scene_of_an_accident_informing",0
59,"white","male",-111.8262825,33.4113495,"reckless_driving",0.068
59,"white","male",-111.8262825,33.4113495,"running_red_light_or_without_headlight",0.088
59,"white","male",-111.8262825,33.4113495,"without_proper_documents_or_vehicle_defects",0.832
30,"hispanic","male",-111.8571555,33.396354,"distracted_driving",0
30,"hispanic","male",-111.8571555,33.396354,"leaving_scene_of_an_accident_informing",0
30,"hispanic","male",-111.8571555,33.396354,"reckless_driving",0.914
30,"hispanic","male",-111.8571555,33.396354,"running_red_light_or_without_headlight",0.002
30,"hispanic","male",-111.8571555,33.396354,"without_proper_documents_or_vehicle_defects",0.084
24,"other","female",-111.8247497,33.4223084,"distracted_driving",0
24,"other","female",-111.8247497,33.4223084,"leaving_scene_of_an_accident_informing",0
24,"other","female",-111.8247497,33.4223084,"reckless_driving",0.046
24,"other","female",-111.8247497,33.4223084,"running_red_light_or_without_headlight",0
24,"other","female",-111.8247497,33.4223084,"without_proper_documents_or_vehicle_defects",0.954
37,"other","female",-111.88092,33.4002774,"distracted_driving",0
37,"other","female",-111.88092,33.4002774,"leaving_scene_of_an_accident_informing",0
37,"other","female",-111.88092,33.4002774,"reckless_driving",0.032
37,"other","female",-111.88092,33.4002774,"running_red_light_or_without_headlight",0.032
37,"other","female",-111.88092,33.4002774,"without_proper_documents_or_vehicle_defects",0.936
46,"other","female",-111.7712038,33.3961537,"distracted_driving",0
46,"other","female",-111.7712038,33.3961537,"leaving_scene_of_an_accident_informing",0
46,"other","female",-111.7712038,33.3961537,"reckless_driving",0.024
46,"other","female",-111.7712038,33.3961537,"running_red_light_or_without_headlight",0.958
46,"other","female",-111.7712038,33.3961537,"without_proper_documents_or_vehicle_defects",0.018
21,"black","male",-111.8482017,33.4295291,"distracted_driving",0
21,"black","male",-111.8482017,33.4295291,"leaving_scene_of_an_accident_informing",0
21,"black","male",-111.8482017,33.4295291,"reckless_driving",0.002
21,"black","male",-111.8482017,33.4295291,"running_red_light_or_without_headlight",0.994
21,"black","male",-111.8482017,33.4295291,"without_proper_documents_or_vehicle_defects",0.004
36,"white","male",-111.8442131,33.4132546,"distracted_driving",0.05
36,"white","male",-111.8442131,33.4132546,"leaving_scene_of_an_accident_informing",0
36,"white","male",-111.8442131,33.4132546,"reckless_driving",0.004
36,"white","male",-111.8442131,33.4132546,"running_red_light_or_without_headlight",0.02
36,"white","male",-111.8442131,33.4132546,"without_proper_documents_or_vehicle_defects",0.926
51,"white","female",-111.8444896,33.3788431,"distracted_driving",0.008
51,"white","female",-111.8444896,33.3788431,"leaving_scene_of_an_accident_informing",0
51,"white","female",-111.8444896,33.3788431,"reckless_driving",0.968
51,"white","female",-111.8444896,33.3788431,"running_red_light_or_without_headlight",0
51,"white","female",-111.8444896,33.3788431,"without_proper_documents_or_vehicle_defects",0.024
23,"hispanic","male",-111.8296107,33.3904693,"distracted_driving",0
23,"hispanic","male",-111.8296107,33.3904693,"leaving_scene_of_an_accident_informing",0
23,"hispanic","male",-111.8296107,33.3904693,"reckless_driving",0.084
23,"hispanic","male",-111.8296107,33.3904693,"running_red_light_or_without_headlight",0.916
23,"hispanic","male",-111.8296107,33.3904693,"without_proper_documents_or_vehicle_defects",0
40,"white","male",-111.8528379,33.3932163,"distracted_driving",0.926
40,"white","male",-111.8528379,33.3932163,"leaving_scene_of_an_accident_informing",0
40,"white","male",-111.8528379,33.3932163,"reckless_driving",0
40,"white","male",-111.8528379,33.3932163,"running_red_light_or_without_headlight",0
40,"white","male",-111.8528379,33.3932163,"without_proper_documents_or_vehicle_defects",0.074
19,"black","female",-111.7835493,33.4226625,"distracted_driving",0
19,"black","female",-111.7835493,33.4226625,"leaving_scene_of_an_accident_informing",0
19,"black","female",-111.7835493,33.4226625,"reckless_driving",0
19,"black","female",-111.7835493,33.4226625,"running_red_light_or_without_headlight",0.374
19,"black","female",-111.7835493,33.4226625,"without_proper_documents_or_vehicle_defects",0.626
61,"white","male",-111.6221858,33.3791099,"distracted_driving",0.246
61,"white","male",-111.6221858,33.3791099,"leaving_scene_of_an_accident_informing",0
61,"white","male",-111.6221858,33.3791099,"reckless_driving",0.028
61,"white","male",-111.6221858,33.3791099,"running_red_light_or_without_headlight",0.02
61,"white","male",-111.6221858,33.3791099,"without_proper_documents_or_vehicle_defects",0.706
46,"black","male",-111.7988505,33.4153053,"distracted_driving",0
46,"black","male",-111.7988505,33.4153053,"leaving_scene_of_an_accident_informing",0
46,"black","male",-111.7988505,33.4153053,"reckless_driving",0.012
46,"black","male",-111.7988505,33.4153053,"running_red_light_or_without_headlight",0.968
46,"black","male",-111.7988505,33.4153053,"without_proper_documents_or_vehicle_defects",0.02
20,"hispanic","male",-111.822872,33.4223694,"distracted_driving",0.464
20,"hispanic","male",-111.822872,33.4223694,"leaving_scene_of_an_accident_informing",0
20,"hispanic","male",-111.822872,33.4223694,"reckless_driving",0
20,"hispanic","male",-111.822872,33.4223694,"running_red_light_or_without_headlight",0.434
20,"hispanic","male",-111.822872,33.4223694,"without_proper_documents_or_vehicle_defects",0.102
36,"hispanic","male",-111.8421029,33.3917087,"distracted_driving",0
36,"hispanic","male",-111.8421029,33.3917087,"leaving_scene_of_an_accident_informing",0
36,"hispanic","male",-111.8421029,33.3917087,"reckless_driving",0.004
36,"hispanic","male",-111.8421029,33.3917087,"running_red_light_or_without_headlight",0.642
36,"hispanic","male",-111.8421029,33.3917087,"without_proper_documents_or_vehicle_defects",0.354
27,"hispanic","male",-111.860472,33.3967151,"distracted_driving",0
27,"hispanic","male",-111.860472,33.3967151,"leaving_scene_of_an_accident_informing",0
27,"hispanic","male",-111.860472,33.3967151,"reckless_driving",0.076
27,"hispanic","male",-111.860472,33.3967151,"running_red_light_or_without_headlight",0
27,"hispanic","male",-111.860472,33.3967151,"without_proper_documents_or_vehicle_defects",0.924
20,"hispanic","male",-111.8053457,33.4042654,"distracted_driving",0.004
20,"hispanic","male",-111.8053457,33.4042654,"leaving_scene_of_an_accident_informing",0
20,"hispanic","male",-111.8053457,33.4042654,"reckless_driving",0.028
20,"hispanic","male",-111.8053457,33.4042654,"running_red_light_or_without_headlight",0.122
20,"hispanic","male",-111.8053457,33.4042654,"without_proper_documents_or_vehicle_defects",0.846
31,"black","male",-111.822645,33.4368442,"distracted_driving",0
31,"black","male",-111.822645,33.4368442,"leaving_scene_of_an_accident_informing",0
31,"black","male",-111.822645,33.4368442,"reckless_driving",0
31,"black","male",-111.822645,33.4368442,"running_red_light_or_without_headlight",0.998
31,"black","male",-111.822645,33.4368442,"without_proper_documents_or_vehicle_defects",0.002
24,"white","male",-111.7360437,33.4518931,"distracted_driving",0.034
24,"white","male",-111.7360437,33.4518931,"leaving_scene_of_an_accident_informing",0
24,"white","male",-111.7360437,33.4518931,"reckless_driving",0.284
24,"white","male",-111.7360437,33.4518931,"running_red_light_or_without_headlight",0.024
24,"white","male",-111.7360437,33.4518931,"without_proper_documents_or_vehicle_defects",0.658
31,"black","female",-111.6358619,33.3545089,"distracted_driving",0.002
31,"black","female",-111.6358619,33.3545089,"leaving_scene_of_an_accident_informing",0
31,"black","female",-111.6358619,33.3545089,"reckless_driving",0.016
31,"black","female",-111.6358619,33.3545089,"running_red_light_or_without_headlight",0.176
31,"black","female",-111.6358619,33.3545089,"without_proper_documents_or_vehicle_defects",0.806
34,"white","male",-111.6729804,33.327426,"distracted_driving",0.204
34,"white","male",-111.6729804,33.327426,"leaving_scene_of_an_accident_informing",0.002
34,"white","male",-111.6729804,33.327426,"reckless_driving",0.038
34,"white","male",-111.6729804,33.327426,"running_red_light_or_without_headlight",0.006
34,"white","male",-111.6729804,33.327426,"without_proper_documents_or_vehicle_defects",0.75
21,"black","male",-111.6717101,33.303011,"distracted_driving",0
21,"black","male",-111.6717101,33.303011,"leaving_scene_of_an_accident_informing",0
21,"black","male",-111.6717101,33.303011,"reckless_driving",0.952
21,"black","male",-111.6717101,33.303011,"running_red_light_or_without_headlight",0.038
21,"black","male",-111.6717101,33.303011,"without_proper_documents_or_vehicle_defects",0.01
28,"hispanic","female",-111.8344575,33.3933409,"distracted_driving",0
28,"hispanic","female",-111.8344575,33.3933409,"leaving_scene_of_an_accident_informing",0
28,"hispanic","female",-111.8344575,33.3933409,"reckless_driving",0
28,"hispanic","female",-111.8344575,33.3933409,"running_red_light_or_without_headlight",0.1
28,"hispanic","female",-111.8344575,33.3933409,"without_proper_documents_or_vehicle_defects",0.9
34,"hispanic","male",-111.8228803,33.3896238,"distracted_driving",0.966
34,"hispanic","male",-111.8228803,33.3896238,"leaving_scene_of_an_accident_informing",0
34,"hispanic","male",-111.8228803,33.3896238,"reckless_driving",0
34,"hispanic","male",-111.8228803,33.3896238,"running_red_light_or_without_headlight",0
34,"hispanic","male",-111.8228803,33.3896238,"without_proper_documents_or_vehicle_defects",0.034
38,"hispanic","male",-111.7947171,33.4007546,"distracted_driving",0
38,"hispanic","male",-111.7947171,33.4007546,"leaving_scene_of_an_accident_informing",0.004
38,"hispanic","male",-111.7947171,33.4007546,"reckless_driving",0.01
38,"hispanic","male",-111.7947171,33.4007546,"running_red_light_or_without_headlight",0.938
38,"hispanic","male",-111.7947171,33.4007546,"without_proper_documents_or_vehicle_defects",0.048
46,"white","female",-111.840049,33.4189966,"distracted_driving",0
46,"white","female",-111.840049,33.4189966,"leaving_scene_of_an_accident_informing",0
46,"white","female",-111.840049,33.4189966,"reckless_driving",0.354
46,"white","female",-111.840049,33.4189966,"running_red_light_or_without_headlight",0
46,"white","female",-111.840049,33.4189966,"without_proper_documents_or_vehicle_defects",0.646
46,"white","male",-111.7446475,33.4082728,"distracted_driving",0
46,"white","male",-111.7446475,33.4082728,"leaving_scene_of_an_accident_informing",0
46,"white","male",-111.7446475,33.4082728,"reckless_driving",1
46,"white","male",-111.7446475,33.4082728,"running_red_light_or_without_headlight",0
46,"white","male",-111.7446475,33.4082728,"without_proper_documents_or_vehicle_defects",0
21,"white","male",-111.8575667,33.3842538,"distracted_driving",0
21,"white","male",-111.8575667,33.3842538,"leaving_scene_of_an_accident_informing",0
21,"white","male",-111.8575667,33.3842538,"reckless_driving",0
21,"white","male",-111.8575667,33.3842538,"running_red_light_or_without_headlight",0.98
21,"white","male",-111.8575667,33.3842538,"without_proper_documents_or_vehicle_defects",0.02
24,"white","male",-111.8421029,33.3917087,"distracted_driving",0.99
24,"white","male",-111.8421029,33.3917087,"leaving_scene_of_an_accident_informing",0
24,"white","male",-111.8421029,33.3917087,"reckless_driving",0
24,"white","male",-111.8421029,33.3917087,"running_red_light_or_without_headlight",0
24,"white","male",-111.8421029,33.3917087,"without_proper_documents_or_vehicle_defects",0.01
26,"hispanic","female",-111.8421029,33.3917087,"distracted_driving",0
26,"hispanic","female",-111.8421029,33.3917087,"leaving_scene_of_an_accident_informing",0
26,"hispanic","female",-111.8421029,33.3917087,"reckless_driving",0
26,"hispanic","female",-111.8421029,33.3917087,"running_red_light_or_without_headlight",0.814
26,"hispanic","female",-111.8421029,33.3917087,"without_proper_documents_or_vehicle_defects",0.186
40,"hispanic","male",-111.8391191,33.3889711,"distracted_driving",0.012
40,"hispanic","male",-111.8391191,33.3889711,"leaving_scene_of_an_accident_informing",0
40,"hispanic","male",-111.8391191,33.3889711,"reckless_driving",0.012
40,"hispanic","male",-111.8391191,33.3889711,"running_red_light_or_without_headlight",0.016
40,"hispanic","male",-111.8391191,33.3889711,"without_proper_documents_or_vehicle_defects",0.96
27,"hispanic","male",-111.7884065,33.4008543,"distracted_driving",0.002
27,"hispanic","male",-111.7884065,33.4008543,"leaving_scene_of_an_accident_informing",0
27,"hispanic","male",-111.7884065,33.4008543,"reckless_driving",0.018
27,"hispanic","male",-111.7884065,33.4008543,"running_red_light_or_without_headlight",0
27,"hispanic","male",-111.7884065,33.4008543,"without_proper_documents_or_vehicle_defects",0.98
52,"white","male",-111.7881607,33.4218274,"distracted_driving",0.006
52,"white","male",-111.7881607,33.4218274,"leaving_scene_of_an_accident_informing",0
52,"white","male",-111.7881607,33.4218274,"reckless_driving",0.024
52,"white","male",-111.7881607,33.4218274,"running_red_light_or_without_headlight",0.052
52,"white","male",-111.7881607,33.4218274,"without_proper_documents_or_vehicle_defects",0.918
21,"hispanic","male",-111.7941944,33.4158735,"distracted_driving",0
21,"hispanic","male",-111.7941944,33.4158735,"leaving_scene_of_an_accident_informing",0
21,"hispanic","male",-111.7941944,33.4158735,"reckless_driving",0.04
21,"hispanic","male",-111.7941944,33.4158735,"running_red_light_or_without_headlight",0.12
21,"hispanic","male",-111.7941944,33.4158735,"without_proper_documents_or_vehicle_defects",0.84
29,"other","male",-111.788212,33.4081277,"distracted_driving",0
29,"other","male",-111.788212,33.4081277,"leaving_scene_of_an_accident_informing",0
29,"other","male",-111.788212,33.4081277,"reckless_driving",0.224
29,"other","male",-111.788212,33.4081277,"running_red_light_or_without_headlight",0
29,"other","male",-111.788212,33.4081277,"without_proper_documents_or_vehicle_defects",0.776
42,"other","female",-111.7708915,33.4409352,"distracted_driving",0
42,"other","female",-111.7708915,33.4409352,"leaving_scene_of_an_accident_informing",0.004
42,"other","female",-111.7708915,33.4409352,"reckless_driving",0.04
42,"other","female",-111.7708915,33.4409352,"running_red_light_or_without_headlight",0.074
42,"other","female",-111.7708915,33.4409352,"without_proper_documents_or_vehicle_defects",0.882
22,"black","female",-111.8722826,33.4221335,"distracted_driving",0
22,"black","female",-111.8722826,33.4221335,"leaving_scene_of_an_accident_informing",0.298
22,"black","female",-111.8722826,33.4221335,"reckless_driving",0.044
22,"black","female",-111.8722826,33.4221335,"running_red_light_or_without_headlight",0
22,"black","female",-111.8722826,33.4221335,"without_proper_documents_or_vehicle_defects",0.658
35,"hispanic","male",-111.840142,33.4005759,"distracted_driving",0.006
35,"hispanic","male",-111.840142,33.4005759,"leaving_scene_of_an_accident_informing",0
35,"hispanic","male",-111.840142,33.4005759,"reckless_driving",0.84
35,"hispanic","male",-111.840142,33.4005759,"running_red_light_or_without_headlight",0.002
35,"hispanic","male",-111.840142,33.4005759,"without_proper_documents_or_vehicle_defects",0.152
23,"other","female",-111.8564419,33.4221676,"distracted_driving",0
23,"other","female",-111.8564419,33.4221676,"leaving_scene_of_an_accident_informing",0
23,"other","female",-111.8564419,33.4221676,"reckless_driving",0.226
23,"other","female",-111.8564419,33.4221676,"running_red_light_or_without_headlight",0.002
23,"other","female",-111.8564419,33.4221676,"without_proper_documents_or_vehicle_defects",0.772
24,"other","male",-111.8745759,33.4149728,"distracted_driving",0.006
24,"other","male",-111.8745759,33.4149728,"leaving_scene_of_an_accident_informing",0
24,"other","male",-111.8745759,33.4149728,"reckless_driving",0.118
24,"other","male",-111.8745759,33.4149728,"running_red_light_or_without_headlight",0
24,"other","male",-111.8745759,33.4149728,"without_proper_documents_or_vehicle_defects",0.876
50,"white","male",-111.8572437,33.3859708,"distracted_driving",0
50,"white","male",-111.8572437,33.3859708,"leaving_scene_of_an_accident_informing",0
50,"white","male",-111.8572437,33.3859708,"reckless_driving",0.802
50,"white","male",-111.8572437,33.3859708,"running_red_light_or_without_headlight",0.034
50,"white","male",-111.8572437,33.3859708,"without_proper_documents_or_vehicle_defects",0.164
51,"black","male",-111.8463328,33.4123173,"distracted_driving",0.046
51,"black","male",-111.8463328,33.4123173,"leaving_scene_of_an_accident_informing",0
51,"black","male",-111.8463328,33.4123173,"reckless_driving",0.068
51,"black","male",-111.8463328,33.4123173,"running_red_light_or_without_headlight",0.002
51,"black","male",-111.8463328,33.4123173,"without_proper_documents_or_vehicle_defects",0.884
70,"white","male",-111.8548671,33.4152844,"distracted_driving",0.044
70,"white","male",-111.8548671,33.4152844,"leaving_scene_of_an_accident_informing",0
70,"white","male",-111.8548671,33.4152844,"reckless_driving",0.108
70,"white","male",-111.8548671,33.4152844,"running_red_light_or_without_headlight",0
70,"white","male",-111.8548671,33.4152844,"without_proper_documents_or_vehicle_defects",0.848
45,"white","male",-111.8744228,33.4171279,"distracted_driving",0.296
45,"white","male",-111.8744228,33.4171279,"leaving_scene_of_an_accident_informing",0
45,"white","male",-111.8744228,33.4171279,"reckless_driving",0.024
45,"white","male",-111.8744228,33.4171279,"running_red_light_or_without_headlight",0
45,"white","male",-111.8744228,33.4171279,"without_proper_documents_or_vehicle_defects",0.68
19,"hispanic","male",-111.874631,33.455301,"distracted_driving",0
19,"hispanic","male",-111.874631,33.455301,"leaving_scene_of_an_accident_informing",1
19,"hispanic","male",-111.874631,33.455301,"reckless_driving",0
19,"hispanic","male",-111.874631,33.455301,"running_red_light_or_without_headlight",0
19,"hispanic","male",-111.874631,33.455301,"without_proper_documents_or_vehicle_defects",0
38,"white","male",-111.8052785,33.4224052,"distracted_driving",0
38,"white","male",-111.8052785,33.4224052,"leaving_scene_of_an_accident_informing",0
38,"white","male",-111.8052785,33.4224052,"reckless_driving",0.002
38,"white","male",-111.8052785,33.4224052,"running_red_light_or_without_headlight",0.986
38,"white","male",-111.8052785,33.4224052,"without_proper_documents_or_vehicle_defects",0.012
44,"black","female",-111.8564419,33.4221676,"distracted_driving",0
44,"black","female",-111.8564419,33.4221676,"leaving_scene_of_an_accident_informing",0
44,"black","female",-111.8564419,33.4221676,"reckless_driving",0.12
44,"black","female",-111.8564419,33.4221676,"running_red_light_or_without_headlight",0.068
44,"black","female",-111.8564419,33.4221676,"without_proper_documents_or_vehicle_defects",0.812
37,"hispanic","male",-111.8429695,33.4223802,"distracted_driving",0.012
