"subject_age","subject_race","subject_sex","lng","lat","violation_type","prob"
34,"white","male",-111.8401487,33.3953745,"reckless_driving",0.028
34,"white","male",-111.8401487,33.3953745,"running_red_light_or_without_headlight",0.136
34,"white","male",-111.8401487,33.3953745,"without_proper_documents_or_vehicle_defects",0.758
30,"hispanic","female",-111.8562177,33.4342806,"distracted_driving",0
30,"hispanic","female",-111.8562177,33.4342806,"leaving_scene_of_an_accident_informing",0
30,"hispanic","female",-111.8562177,33.4342806,"reckless_driving",0.022
30,"hispanic","female",-111.8562177,33.4342806,"running_red_light_or_without_headlight",0.056
30,"hispanic","female",-111.8562177,33.4342806,"without_proper_documents_or_vehicle_defects",0.922
50,"hispanic","male",-111.8572262,33.3933373,"distracted_driving",0
50,"hispanic","male",-111.8572262,33.3933373,"leaving_scene_of_an_accident_informing",0
50,"hispanic","male",-111.8572262,33.3933373,"reckless_driving",0.874
50,"hispanic","male",-111.8572262,33.3933373,"running_red_light_or_without_headlight",0
50,"hispanic","male",-111.8572262,33.3933373,"without_proper_documents_or_vehicle_defects",0.126
33,"other","male",-111.8571555,33.396354,"distracted_driving",0.972
33,"other","male",-111.8571555,33.396354,"leaving_scene_of_an_accident_informing",0
33,"other","male",-111.8571555,33.396354,"reckless_driving",0.028
33,"other","male",-111.8571555,33.396354,"running_red_light_or_without_headlight",0
33,"other","male",-111.8571555,33.396354,"without_proper_documents_or_vehicle_defects",0
31,"white","female",-111.8528748,33.3946021,"distracted_driving",0
31,"white","female",-111.8528748,33.3946021,"leaving_scene_of_an_accident_informing",0.004
31,"white","female",-111.8528748,33.3946021,"reckless_driving",0.006
31,"white","female",-111.8528748,33.3946021,"running_red_light_or_without_headlight",0
31,"white","female",-111.8528748,33.3946021,"without_proper_documents_or_vehicle_defects",0.99
57,"other","female",-111.8572262,33.3933373,"distracted_driving",0
57,"other","female",-111.8572262,33.3933373,"leaving_scene_of_an_accident_informing",0
57,"other","female",-111.8572262,33.3933373,"reckless_driving",0.03
57,"other","female",-111.8572262,33.3933373,"running_red_light_or_without_headlight",0.002
57,"other","female",-111.8572262,33.3933373,"without_proper_documents_or_vehicle_defects",0.968
27,"hispanic","male",-111.8746162,33.3918279,"distracted_driving",0
27,"hispanic","male",-111.8746162,33.3918279,"leaving_scene_of_an_accident_informing",0
27,"hispanic","male",-111.8746162,33.3918279,"reckless_driving",0.076
27,"hispanic","male",-111.8746162,33.3918279,"running_red_light_or_without_headlight",0
27,"hispanic","male",-111.8746162,33.3918279,"without_proper_documents_or_vehicle_defects",0.924
29,"white","female",-111.8554323,33.3788167,"distracted_driving",0
29,"white","female",-111.8554323,33.3788167,"leaving_scene_of_an_accident_informing",0.002
29,"white","female",-111.8554323,33.3788167,"reckless_driving",0.006
29,"white","female",-111.8554323,33.3788167,"running_red_light_or_without_headlight",0
29,"white","female",-111.8554323,33.3788167,"without_proper_documents_or_vehicle_defects",0.992
50,"hispanic","female",-111.841052,33.3848307,"distracted_driving",0
50,"hispanic","female",-111.841052,33.3848307,"leaving_scene_of_an_accident_informing",0
50,"hispanic","female",-111.841052,33.3848307,"reckless_driving",0.012
50,"hispanic","female",-111.841052,33.3848307,"running_red_light_or_without_headlight",0.002
50,"hispanic","female",-111.841052,33.3848307,"without_proper_documents_or_vehicle_defects",0.986
33,"white","female",-111.7882489,33.3790771,"distracted_driving",0
33,"white","female",-111.7882489,33.3790771,"leaving_scene_of_an_accident_informing",0.016
33,"white","female",-111.7882489,33.3790771,"reckless_driving",0.37
33,"white","female",-111.7882489,33.3790771,"running_red_light_or_without_headlight",0
33,"white","female",-111.7882489,33.3790771,"without_proper_documents_or_vehicle_defects",0.614
20,"hispanic","male",-111.8398855,33.4368436,"distracted_driving",0
20,"hispanic","male",-111.8398855,33.4368436,"leaving_scene_of_an_accident_informing",0
20,"hispanic","male",-111.8398855,33.4368436,"reckless_driving",0.888
20,"hispanic","male",-111.8398855,33.4368436,"running_red_light_or_without_headlight",0
20,"hispanic","male",-111.8398855,33.4368436,"without_proper_documents_or_vehicle_defects",0.112
27,"hispanic","female",-111.8900113,33.3800302,"distracted_driving",0
27,"hispanic","female",-111.8900113,33.3800302,"leaving_scene_of_an_accident_informing",0
27,"hispanic","female",-111.8900113,33.3800302,"reckless_driving",0.008
27,"hispanic","female",-111.8900113,33.3800302,"running_red_light_or_without_headlight",0.204
27,"hispanic","female",-111.8900113,33.3800302,"without_proper_documents_or_vehicle_defects",0.788
33,"white","male",-111.8344575,33.3933409,"distracted_driving",0
33,"white","male",-111.8344575,33.3933409,"leaving_scene_of_an_accident_informing",0
33,"white","male",-111.8344575,33.3933409,"reckless_driving",0
33,"white","male",-111.8344575,33.3933409,"running_red_light_or_without_headlight",0.878
33,"white","male",-111.8344575,33.3933409,"without_proper_documents_or_vehicle_defects",0.122
49,"hispanic","male",-111.8400071,33.4133006,"distracted_driving",0
49,"hispanic","male",-111.8400071,33.4133006,"leaving_scene_of_an_accident_informing",0
49,"hispanic","male",-111.8400071,33.4133006,"reckless_driving",0.144
49,"hispanic","male",-111.8400071,33.4133006,"running_red_light_or_without_headlight",0
49,"hispanic","male",-111.8400071,33.4133006,"without_proper_documents_or_vehicle_defects",0.856
47,"black","male",-111.840142,33.4005759,"distracted_driving",0.102
47,"black","male",-111.840142,33.4005759,"leaving_scene_of_an_accident_informing",0
47,"black","male",-111.840142,33.4005759,"reckless_driving",0.004
47,"black","male",-111.840142,33.4005759,"running_red_light_or_without_headlight",0.004
47,"black","male",-111.840142,33.4005759,"without_proper_documents_or_vehicle_defects",0.89
28,"white","male",-111.8637339,33.3931283,"distracted_driving",0.05
28,"white","male",-111.8637339,33.3931283,"leaving_scene_of_an_accident_informing",0.042
28,"white","male",-111.8637339,33.3931283,"reckless_driving",0.008
28,"white","male",-111.8637339,33.3931283,"running_red_light_or_without_headlight",0.034
28,"white","male",-111.8637339,33.3931283,"without_proper_documents_or_vehicle_defects",0.866
41,"black","male",-111.8401487,33.3953745,"distracted_driving",0.002
41,"black","male",-111.8401487,33.3953745,"leaving_scene_of_an_accident_informing",0
41,"black","male",-111.8401487,33.3953745,"reckless_driving",0
41,"black","male",-111.8401487,33.3953745,"running_red_light_or_without_headlight",0.888
41,"black","male",-111.8401487,33.3953745,"without_proper_documents_or_vehicle_defects",0.11
55,"white","male",-111.8527309,33.4004244,"distracted_driving",0
55,"white","male",-111.8527309,33.4004244,"leaving_scene_of_an_accident_informing",0
55,"white","male",-111.8527309,33.4004244,"reckless_driving",0.004
55,"white","male",-111.8527309,33.4004244,"running_red_light_or_without_headlight",0.092
55,"white","male",-111.8527309,33.4004244,"without_proper_documents_or_vehicle_defects",0.904
69,"white","male",-111.8551095,33.3931936,"distracted_driving",0.006
69,"white","male",-111.8551095,33.3931936,"leaving_scene_of_an_accident_informing",0
69,"white","male",-111.8551095,33.3931936,"reckless_driving",0.024
69,"white","male",-111.8551095,33.3931936,"running_red_light_or_without_headlight",0
69,"white","male",-111.8551095,33.3931936,"without_proper_documents_or_vehicle_defects",0.97
51,"hispanic","male",-111.8401712,33.3899582,"distracted_driving",0.004
51,"hispanic","male",-111.8401712,33.3899582,"leaving_scene_of_an_accident_informing",0
51,"hispanic","male",-111.8401712,33.3899582,"reckless_driving",0.248
51,"hispanic","male",-111.8401712,33.3899582,"running_red_light_or_without_headlight",0.002
51,"hispanic","male",-111.8401712,33.3899582,"without_proper_documents_or_vehicle_defects",0.746
46,"black","female",-111.857944,33.3866431,"distracted_driving",0
46,"black","female",-111.857944,33.3866431,"leaving_scene_of_an_accident_informing",0
46,"black","female",-111.857944,33.3866431,"reckless_driving",0
46,"black","female",-111.857944,33.3866431,"running_red_light_or_without_headlight",0
46,"black","female",-111.857944,33.3866431,"without_proper_documents_or_vehicle_defects",1
29,"white","male",-111.8598734,33.3787999,"distracted_driving",0.002
29,"white","male",-111.8598734,33.3787999,"leaving_scene_of_an_accident_informing",0
29,"white","male",-111.8598734,33.3787999,"reckless_driving",0.008
29,"white","male",-111.8598734,33.3787999,"running_red_light_or_without_headlight",0.018
29,"white","male",-111.8598734,33.3787999,"without_proper_documents_or_vehicle_defects",0.972
30,"hispanic","female",-111.8391882,33.4223761,"distracted_driving",0
30,"hispanic","female",-111.8391882,33.4223761,"leaving_scene_of_an_accident_informing",0
30,"hispanic","female",-111.8391882,33.4223761,"reckless_driving",0.022
30,"hispanic","female",-111.8391882,33.4223761,"running_red_light_or_without_headlight",0.056
30,"hispanic","female",-111.8391882,33.4223761,"without_proper_documents_or_vehicle_defects",0.922
34,"hispanic","male",-111.841052,33.3848307,"distracted_driving",0.966
34,"hispanic","male",-111.841052,33.3848307,"leaving_scene_of_an_accident_informing",0
34,"hispanic","male",-111.841052,33.3848307,"reckless_driving",0
34,"hispanic","male",-111.841052,33.3848307,"running_red_light_or_without_headlight",0
34,"hispanic","male",-111.841052,33.3848307,"without_proper_documents_or_vehicle_defects",0.034
26,"hispanic","male",-111.856998,33.400346,"distracted_driving",0.002
26,"hispanic","male",-111.856998,33.400346,"leaving_scene_of_an_accident_informing",0
26,"hispanic","male",-111.856998,33.400346,"reckless_driving",0.19
26,"hispanic","male",-111.856998,33.400346,"running_red_light_or_without_headlight",0.016
26,"hispanic","male",-111.856998,33.400346,"without_proper_documents_or_vehicle_defects",0.792
26,"white","female",-111.8401426,33.3969685,"distracted_driving",0
26,"white","female",-111.8401426,33.3969685,"leaving_scene_of_an_accident_informing",1
26,"white","female",-111.8401426,33.3969685,"reckless_driving",0
26,"white","female",-111.8401426,33.3969685,"running_red_light_or_without_headlight",0
26,"white","female",-111.8401426,33.3969685,"without_proper_documents_or_vehicle_defects",0
22,"hispanic","female",-111.8572262,33.3933373,"distracted_driving",0.024
22,"hispanic","female",-111.8572262,33.3933373,"leaving_scene_of_an_accident_informing",0.016
22,"hispanic","female",-111.8572262,33.3933373,"reckless_driving",0.022
22,"hispanic","female",-111.8572262,33.3933373,"running_red_light_or_without_headlight",0
22,"hispanic","female",-111.8572262,33.3933373,"without_proper_documents_or_vehicle_defects",0.938
45,"hispanic","male",-111.836712,33.40788,"distracted_driving",0.026
45,"hispanic","male",-111.836712,33.40788,"leaving_scene_of_an_accident_informing",0
45,"hispanic","male",-111.836712,33.40788,"reckless_driving",0.052
45,"hispanic","male",-111.836712,33.40788,"running_red_light_or_without_headlight",0.008
45,"hispanic","male",-111.836712,33.40788,"without_proper_documents_or_vehicle_defects",0.914
23,"black","male",-111.841052,33.3848307,"distracted_driving",0
23,"black","male",-111.841052,33.3848307,"leaving_scene_of_an_accident_informing",0
23,"black","male",-111.841052,33.3848307,"reckless_driving",0.484
23,"black","male",-111.841052,33.3848307,"running_red_light_or_without_headlight",0.49
23,"black","male",-111.841052,33.3848307,"without_proper_documents_or_vehicle_defects",0.026
54,"white","female",-111.8501121,33.3928692,"distracted_driving",0.382
54,"white","female",-111.8501121,33.3928692,"leaving_scene_of_an_accident_informing",0
54,"white","female",-111.8501121,33.3928692,"reckless_driving",0.002
54,"white","female",-111.8501121,33.3928692,"running_red_light_or_without_headlight",0
54,"white","female",-111.8501121,33.3928692,"without_proper_documents_or_vehicle_defects",0.616
25,"hispanic","male",-111.8448933,33.407774,"distracted_driving",0
25,"hispanic","male",-111.8448933,33.407774,"leaving_scene_of_an_accident_informing",0.006
25,"hispanic","male",-111.8448933,33.407774,"reckless_driving",0.528
25,"hispanic","male",-111.8448933,33.407774,"running_red_light_or_without_headlight",0
25,"hispanic","male",-111.8448933,33.407774,"without_proper_documents_or_vehicle_defects",0.466
26,"black","male",-111.8412067,33.4005557,"distracted_driving",0
26,"black","male",-111.8412067,33.4005557,"leaving_scene_of_an_accident_informing",0
26,"black","male",-111.8412067,33.4005557,"reckless_driving",0.054
26,"black","male",-111.8412067,33.4005557,"running_red_light_or_without_headlight",0.222
26,"black","male",-111.8412067,33.4005557,"without_proper_documents_or_vehicle_defects",0.724
45,"hispanic","male",-111.857944,33.3866431,"distracted_driving",0.882
45,"hispanic","male",-111.857944,33.3866431,"leaving_scene_of_an_accident_informing",0
45,"hispanic","male",-111.857944,33.3866431,"reckless_driving",0
45,"hispanic","male",-111.857944,33.3866431,"running_red_light_or_without_headlight",0.118
45,"hispanic","male",-111.857944,33.3866431,"without_proper_documents_or_vehicle_defects",0
37,"white","male",-111.8597522,33.378454,"distracted_driving",0.074
37,"white","male",-111.8597522,33.378454,"leaving_scene_of_an_accident_informing",0
37,"white","male",-111.8597522,33.378454,"reckless_driving",0.054
37,"white","male",-111.8597522,33.378454,"running_red_light_or_without_headlight",0.104
37,"white","male",-111.8597522,33.378454,"without_proper_documents_or_vehicle_defects",0.768
38,"white","male",-111.8353417,33.3949574,"distracted_driving",0.016
38,"white","male",-111.8353417,33.3949574,"leaving_scene_of_an_accident_informing",0
38,"white","male",-111.8353417,33.3949574,"reckless_driving",0.042
38,"white","male",-111.8353417,33.3949574,"running_red_light_or_without_headlight",0.008
38,"white","male",-111.8353417,33.3949574,"without_proper_documents_or_vehicle_defects",0.934
20,"hispanic","male",-111.8228999,33.3903735,"distracted_driving",0
20,"hispanic","male",-111.8228999,33.3903735,"leaving_scene_of_an_accident_informing",0
20,"hispanic","male",-111.8228999,33.3903735,"reckless_driving",0.194
20,"hispanic","male",-111.8228999,33.3903735,"running_red_light_or_without_headlight",0.754
20,"hispanic","male",-111.8228999,33.3903735,"without_proper_documents_or_vehicle_defects",0.052
51,"hispanic","male",-111.8405313,33.4057797,"distracted_driving",0
51,"hispanic","male",-111.8405313,33.4057797,"leaving_scene_of_an_accident_informing",0
51,"hispanic","male",-111.8405313,33.4057797,"reckless_driving",0.042
51,"hispanic","male",-111.8405313,33.4057797,"running_red_light_or_without_headlight",0
51,"hispanic","male",-111.8405313,33.4057797,"without_proper_documents_or_vehicle_defects",0.958
24,"hispanic","male",-111.8665352,33.3931165,"distracted_driving",1
24,"hispanic","male",-111.8665352,33.3931165,"leaving_scene_of_an_accident_informing",0
24,"hispanic","male",-111.8665352,33.3931165,"reckless_driving",0
24,"hispanic","male",-111.8665352,33.3931165,"running_red_light_or_without_headlight",0
24,"hispanic","male",-111.8665352,33.3931165,"without_proper_documents_or_vehicle_defects",0
59,"white","male",-111.8750749,33.3835279,"distracted_driving",0.01
59,"white","male",-111.8750749,33.3835279,"leaving_scene_of_an_accident_informing",0
59,"white","male",-111.8750749,33.3835279,"reckless_driving",0.004
59,"white","male",-111.8750749,33.3835279,"running_red_light_or_without_headlight",0.026
59,"white","male",-111.8750749,33.3835279,"without_proper_documents_or_vehicle_defects",0.96
46,"black","male",-111.8401819,33.3877911,"distracted_driving",0.092
46,"black","male",-111.8401819,33.3877911,"leaving_scene_of_an_accident_informing",0
46,"black","male",-111.8401819,33.3877911,"reckless_driving",0
46,"black","male",-111.8401819,33.3877911,"running_red_light_or_without_headlight",0.016
46,"black","male",-111.8401819,33.3877911,"without_proper_documents_or_vehicle_defects",0.892
49,"white","male",-111.8229315,33.3969491,"distracted_driving",0
49,"white","male",-111.8229315,33.3969491,"leaving_scene_of_an_accident_informing",0
49,"white","male",-111.8229315,33.3969491,"reckless_driving",0.984
49,"white","male",-111.8229315,33.3969491,"running_red_light_or_without_headlight",0
49,"white","male",-111.8229315,33.3969491,"without_proper_documents_or_vehicle_defects",0.016
37,"hispanic","male",-111.814163,33.398783,"distracted_driving",1
37,"hispanic","male",-111.814163,33.398783,"leaving_scene_of_an_accident_informing",0
37,"hispanic","male",-111.814163,33.398783,"reckless_driving",0
37,"hispanic","male",-111.814163,33.398783,"running_red_light_or_without_headlight",0
37,"hispanic","male",-111.814163,33.398783,"without_proper_documents_or_vehicle_defects",0
35,"white","male",-111.8573979,33.3888887,"distracted_driving",0.002
35,"white","male",-111.8573979,33.3888887,"leaving_scene_of_an_accident_informing",0
35,"white","male",-111.8573979,33.3888887,"reckless_driving",0.344
35,"white","male",-111.8573979,33.3888887,"running_red_light_or_without_headlight",0.002
35,"white","male",-111.8573979,33.3888887,"without_proper_documents_or_vehicle_defects",0.652
33,"hispanic","male",-111.8575667,33.3842538,"distracted_driving",0
33,"hispanic","male",-111.8575667,33.3842538,"leaving_scene_of_an_accident_informing",0
33,"hispanic","male",-111.8575667,33.3842538,"reckless_driving",0
33,"hispanic","male",-111.8575667,33.3842538,"running_red_light_or_without_headlight",0.876
33,"hispanic","male",-111.8575667,33.3842538,"without_proper_documents_or_vehicle_defects",0.124
34,"black","male",-111.8528379,33.3932163,"distracted_driving",0
34,"black","male",-111.8528379,33.3932163,"leaving_scene_of_an_accident_informing",0
34,"black","male",-111.8528379,33.3932163,"reckless_driving",0.502
34,"black","male",-111.8528379,33.3932163,"running_red_light_or_without_headlight",0.498
34,"black","male",-111.8528379,33.3932163,"without_proper_documents_or_vehicle_defects",0
37,"other","male",-111.8572849,33.400338,"distracted_driving",0
37,"other","male",-111.8572849,33.400338,"leaving_scene_of_an_accident_informing",0
37,"other","male",-111.8572849,33.400338,"reckless_driving",0.06
37,"other","male",-111.8572849,33.400338,"running_red_light_or_without_headlight",0.214
37,"other","male",-111.8572849,33.400338,"without_proper_documents_or_vehicle_defects",0.726
40,"hispanic","male",-111.8483738,33.4077419,"distracted_driving",0.002
40,"hispanic","male",-111.8483738,33.4077419,"leaving_scene_of_an_accident_informing",0
40,"hispanic","male",-111.8483738,33.4077419,"reckless_driving",0.058
40,"hispanic","male",-111.8483738,33.4077419,"running_red_light_or_without_headlight",0.02
40,"hispanic","male",-111.8483738,33.4077419,"without_proper_documents_or_vehicle_defects",0.92
28,"hispanic","male",-111.8528379,33.3932163,"distracted_driving",0
28,"hispanic","male",-111.8528379,33.3932163,"leaving_scene_of_an_accident_informing",0
28,"hispanic","male",-111.8528379,33.3932163,"reckless_driving",0
28,"hispanic","male",-111.8528379,33.3932163,"running_red_light_or_without_headlight",0.002
28,"hispanic","male",-111.8528379,33.3932163,"without_proper_documents_or_vehicle_defects",0.998
25,"white","male",-111.8766962,33.3640532,"distracted_driving",0.962
25,"white","male",-111.8766962,33.3640532,"leaving_scene_of_an_accident_informing",0
25,"white","male",-111.8766962,33.3640532,"reckless_driving",0.038
25,"white","male",-111.8766962,33.3640532,"running_red_light_or_without_headlight",0
25,"white","male",-111.8766962,33.3640532,"without_proper_documents_or_vehicle_defects",0
71,"black","female",-111.844302,33.4070957,"distracted_driving",0
71,"black","female",-111.844302,33.4070957,"leaving_scene_of_an_accident_informing",0
71,"black","female",-111.844302,33.4070957,"reckless_driving",0.06
71,"black","female",-111.844302,33.4070957,"running_red_light_or_without_headlight",0.024
71,"black","female",-111.844302,33.4070957,"without_proper_documents_or_vehicle_defects",0.916
26,"hispanic","female",-111.8401337,33.4024587,"distracted_driving",0
26,"hispanic","female",-111.8401337,33.4024587,"leaving_scene_of_an_accident_informing",0
26,"hispanic","female",-111.8401337,33.4024587,"reckless_driving",0
26,"hispanic","female",-111.8401337,33.4024587,"running_red_light_or_without_headlight",0.814
26,"hispanic","female",-111.8401337,33.4024587,"without_proper_documents_or_vehicle_defects",0.186
62,"white","male",-111.8401337,33.4024587,"distracted_driving",0.358
62,"white","male",-111.8401337,33.4024587,"leaving_scene_of_an_accident_informing",0
62,"white","male",-111.8401337,33.4024587,"reckless_driving",0
62,"white","male",-111.8401337,33.4024587,"running_red_light_or_without_headlight",0
62,"white","male",-111.8401337,33.4024587,"without_proper_documents_or_vehicle_defects",0.642
49,"white","male",-111.8487209,33.3903026,"distracted_driving",0
49,"white","male",-111.8487209,33.3903026,"leaving_scene_of_an_accident_informing",0
49,"white","male",-111.8487209,33.3903026,"reckless_driving",0.192
49,"white","male",-111.8487209,33.3903026,"running_red_light_or_without_headlight",0.002
49,"white","male",-111.8487209,33.3903026,"without_proper_documents_or_vehicle_defects",0.806
49,"white","male",-111.8572262,33.3933373,"distracted_driving",0
49,"white","male",-111.8572262,33.3933373,"leaving_scene_of_an_accident_informing",0
49,"white","male",-111.8572262,33.3933373,"reckless_driving",0.192
49,"white","male",-111.8572262,33.3933373,"running_red_light_or_without_headlight",0.002
49,"white","male",-111.8572262,33.3933373,"without_proper_documents_or_vehicle_defects",0.806
48,"hispanic","male",-111.8572849,33.400338,"distracted_driving",0
48,"hispanic","male",-111.8572849,33.400338,"leaving_scene_of_an_accident_informing",0
48,"hispanic","male",-111.8572849,33.400338,"reckless_driving",0.958
48,"hispanic","male",-111.8572849,33.400338,"running_red_light_or_without_headlight",0
48,"hispanic","male",-111.8572849,33.400338,"without_proper_documents_or_vehicle_defects",0.042
41,"black","male",-111.8590883,33.3642014,"distracted_driving",0.002
41,"black","male",-111.8590883,33.3642014,"leaving_scene_of_an_accident_informing",0
41,"black","male",-111.8590883,33.3642014,"reckless_driving",0
41,"black","male",-111.8590883,33.3642014,"running_red_light_or_without_headlight",0.888
41,"black","male",-111.8590883,33.3642014,"without_proper_documents_or_vehicle_defects",0.11
25,"white","female",-111.8637339,33.3931283,"distracted_driving",0.232
25,"white","female",-111.8637339,33.3931283,"leaving_scene_of_an_accident_informing",0
25,"white","female",-111.8637339,33.3931283,"reckless_driving",0.07
25,"white","female",-111.8637339,33.3931283,"running_red_light_or_without_headlight",0
25,"white","female",-111.8637339,33.3931283,"without_proper_documents_or_vehicle_defects",0.698
64,"black","female",-111.840142,33.4005759,"distracted_driving",0
64,"black","female",-111.840142,33.4005759,"leaving_scene_of_an_accident_informing",0
64,"black","female",-111.840142,33.4005759,"reckless_driving",0
64,"black","female",-111.840142,33.4005759,"running_red_light_or_without_headlight",0.002
64,"black","female",-111.840142,33.4005759,"without_proper_documents_or_vehicle_defects",0.998
76,"white","male",-111.8401426,33.3969685,"distracted_driving",0.006
76,"white","male",-111.8401426,33.3969685,"leaving_scene_of_an_accident_informing",0
76,"white","male",-111.8401426,33.3969685,"reckless_driving",0.024
76,"white","male",-111.8401426,33.3969685,"running_red_light_or_without_headlight",0
76,"white","male",-111.8401426,33.3969685,"without_proper_documents_or_vehicle_defects",0.97
24,"white","male",-111.8746162,33.3918279,"distracted_driving",0.322
24,"white","male",-111.8746162,33.3918279,"leaving_scene_of_an_accident_informing",0
24,"white","male",-111.8746162,33.3918279,"reckless_driving",0.028
24,"white","male",-111.8746162,33.3918279,"running_red_light_or_without_headlight",0
24,"white","male",-111.8746162,33.3918279,"without_proper_documents_or_vehicle_defects",0.65
60,"white","male",-111.8357142,33.3788535,"distracted_driving",1
60,"white","male",-111.8357142,33.3788535,"leaving_scene_of_an_accident_informing",0
60,"white","male",-111.8357142,33.3788535,"reckless_driving",0
60,"white","male",-111.8357142,33.3788535,"running_red_light_or_without_headlight",0
60,"white","male",-111.8357142,33.3788535,"without_proper_documents_or_vehicle_defects",0
24,"black","female",-111.841052,33.3848307,"distracted_driving",0.002
24,"black","female",-111.841052,33.3848307,"leaving_scene_of_an_accident_informing",0
24,"black","female",-111.841052,33.3848307,"reckless_driving",0.012
24,"black","female",-111.841052,33.3848307,"running_red_light_or_without_headlight",0.004
24,"black","female",-111.841052,33.3848307,"without_proper_documents_or_vehicle_defects",0.982
61,"white","female",-111.8344575,33.3933409,"distracted_driving",0.252
61,"white","female",-111.8344575,33.3933409,"leaving_scene_of_an_accident_informing",0
61,"white","female",-111.8344575,33.3933409,"reckless_driving",0.004
61,"white","female",-111.8344575,33.3933409,"running_red_light_or_without_headlight",0.028
61,"white","female",-111.8344575,33.3933409,"without_proper_documents_or_vehicle_defects",0.716
24,"hispanic","male",-111.8486521,33.3931243,"distracted_driving",0.974
24,"hispanic","male",-111.8486521,33.3931243,"leaving_scene_of_an_accident_informing",0
24,"hispanic","male",-111.8486521,33.3931243,"reckless_driving",0
24,"hispanic","male",-111.8486521,33.3931243,"running_red_light_or_without_headlight",0.026
24,"hispanic","male",-111.8486521,33.3931243,"without_proper_documents_or_vehicle_defects",0
26,"white","female",-111.8598734,33.3787999,"distracted_driving",0
26,"white","female",-111.8598734,33.3787999,"leaving_scene_of_an_accident_informing",1
26,"white","female",-111.8598734,33.3787999,"reckless_driving",0
26,"white","female",-111.8598734,33.3787999,"running_red_light_or_without_headlight",0
26,"white","female",-111.8598734,33.3787999,"without_proper_documents_or_vehicle_defects",0
30,"white","male",-111.8573045,33.3931589,"distracted_driving",0
30,"white","male",-111.8573045,33.3931589,"leaving_scene_of_an_accident_informing",0
30,"white","male",-111.8573045,33.3931589,"reckless_driving",0.178
30,"white","male",-111.8573045,33.3931589,"running_red_light_or_without_headlight",0.428
30,"white","male",-111.8573045,33.3931589,"without_proper_documents_or_vehicle_defects",0.394
27,"hispanic","male",-111.8448933,33.407774,"distracted_driving",0
27,"hispanic","male",-111.8448933,33.407774,"leaving_scene_of_an_accident_informing",0
27,"hispanic","male",-111.8448933,33.407774,"reckless_driving",0
27,"hispanic","male",-111.8448933,33.407774,"running_red_light_or_without_headlight",0.004
27,"hispanic","male",-111.8448933,33.407774,"without_proper_documents_or_vehicle_defects",0.996
36,"hispanic","male",-111.8483738,33.4077419,"distracted_driving",0
36,"hispanic","male",-111.8483738,33.4077419,"leaving_scene_of_an_accident_informing",0
36,"hispanic","male",-111.8483738,33.4077419,"reckless_driving",0.072
36,"hispanic","male",-111.8483738,33.4077419,"running_red_light_or_without_headlight",0.104
36,"hispanic","male",-111.8483738,33.4077419,"without_proper_documents_or_vehicle_defects",0.824
33,"white","female",-111.8401712,33.3899582,"distracted_driving",0
33,"white","female",-111.8401712,33.3899582,"leaving_scene_of_an_accident_informing",0
33,"white","female",-111.8401712,33.3899582,"reckless_driving",0.058
33,"white","female",-111.8401712,33.3899582,"running_red_light_or_without_headlight",0
33,"white","female",-111.8401712,33.3899582,"without_proper_documents_or_vehicle_defects",0.942
21,"white","male",-111.840142,33.4005759,"distracted_driving",0
21,"white","male",-111.840142,33.4005759,"leaving_scene_of_an_accident_informing",0
21,"white","male",-111.840142,33.4005759,"reckless_driving",0
21,"white","male",-111.840142,33.4005759,"running_red_light_or_without_headlight",0.98
21,"white","male",-111.840142,33.4005759,"without_proper_documents_or_vehicle_defects",0.02
23,"white","male",-111.8097145,33.4078771,"distracted_driving",0
23,"white","male",-111.8097145,33.4078771,"leaving_scene_of_an_accident_informing",0
23,"white","male",-111.8097145,33.4078771,"reckless_driving",0.002
23,"white","male",-111.8097145,33.4078771,"running_red_light_or_without_headlight",0.962
23,"white","male",-111.8097145,33.4078771,"without_proper_documents_or_vehicle_defects",0.036
55,"other","male",-111.8483738,33.4077419,"distracted_driving",0.006
55,"other","male",-111.8483738,33.4077419,"leaving_scene_of_an_accident_informing",0
55,"other","male",-111.8483738,33.4077419,"reckless_driving",0.04
55,"other","male",-111.8483738,33.4077419,"running_red_light_or_without_headlight",0.02
55,"other","male",-111.8483738,33.4077419,"without_proper_documents_or_vehicle_defects",0.934
69,"hispanic","male",-111.8428038,33.3680813,"distracted_driving",0.002
69,"hispanic","male",-111.8428038,33.3680813,"leaving_scene_of_an_accident_informing",0
69,"hispanic","male",-111.8428038,33.3680813,"reckless_driving",0.008
69,"hispanic","male",-111.8428038,33.3680813,"running_red_light_or_without_headlight",0
69,"hispanic","male",-111.8428038,33.3680813,"without_proper_documents_or_vehicle_defects",0.99
21,"white","male",-111.7712051,33.3936209,"distracted_driving",0
21,"white","male",-111.7712051,33.3936209,"leaving_scene_of_an_accident_informing",0
21,"white","male",-111.7712051,33.3936209,"reckless_driving",0.796
21,"white","male",-111.7712051,33.3936209,"running_red_light_or_without_headlight",0.142
21,"white","male",-111.7712051,33.3936209,"without_proper_documents_or_vehicle_defects",0.062
59,"white","male",-111.856872,33.403532,"distracted_driving",0.016
59,"white","male",-111.856872,33.403532,"leaving_scene_of_an_accident_informing",0
59,"white","male",-111.856872,33.403532,"reckless_driving",0
59,"white","male",-111.856872,33.403532,"running_red_light_or_without_headlight",0.042
